tree_id,legal_status,species,address,site_order,site_info,caretaker,date,dbh,plot_size,latitude,longitude
27818,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,350X The Embarcadero,17.0,Sidewalk: Curb side : Cutout,Port,1994-07-15,12.0,4x4,37.7980602547356,-122.39635950070699
38436,Permitted Site,Photinia fraseri :: Photinia Tree,725 Florida St,1.0,Sidewalk: Curb side : Cutout,Private,2000-09-11,,,37.7600893851951,-122.410838821684
71273,DPW Maintained,Tristania conferta ::,2480 Sutter St,1.0,Sidewalk: Curb side : Cutout,Private,1989-12-09,14.0,,37.7851473635462,-122.441191260636
69032,Permitted Site,Rhamnus alaternus :: Italian Buckthorn,1306 38th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1994-01-06,,,37.76250514437871,-122.49738275102699
33150,Permitted Site,Rhaphiolepis Majestic Beauty :: Indian Hawthorn  'Majestic Beau',2301 29th Ave,4.0,Sidewalk: Curb side : Cutout,Private,1996-11-05,,,37.744385813269,-122.486622153754
99292,Permitted Site,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,1300 Minnesota St,3.0,Sidewalk: Curb side : Cutout,Private,2012-05-01,,3x3,37.753957014382,-122.38992452193199
259796,DPW Maintained,Lophostemon confertus :: Brisbane Box,567 Somerset St,,Sidewalk: Curb side : Cutout,DPW,2019-04-27,3.0,,37.7246177539405,-122.40665712240299
40291,Permitted Site,Pistacia chinensis :: Chinese Pistache,3698X 24th St,4.0,Sidewalk: Curb side : Cutout,Private,1999-05-13,3.0,3x3,37.75184682170671,-122.42504374449
5663,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1362 Dolores St,1.0,Sidewalk: Curb side : Cutout,DPW,2016-06-12,3.0,10x6,37.7476164858345,-122.424917276216
11255,DPW Maintained,Eucalyptus polyanthemos :: Silver Dollar Eucalyptus,1145X Ingalls St,10.0,Sidewalk: Curb side : Cutout,DPW,1992-11-02,80.0,3x4,37.7304418229718,-122.380553976439
90608,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,2730 Cabrillo St,1.0,Sidewalk: Curb side : Cutout,DPW,2008-02-18,3.0,3x3,37.7743293423662,-122.487878603265
31860,Permitted Site,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',603 Natoma St,2.0,Sidewalk: Curb side : Cutout,Private,2000-06-23,,,37.7782793527016,-122.409983922333
66767,DPW Maintained,Platanus x hispanica 'Columbia' :: Columbia Hybrid Plane Tree,623 Valencia St,1.0,Sidewalk: Curb side : Cutout,DPW,1991-09-12,3.0,3x3,37.7627830341769,-122.42149762452601
261223,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1423 41st Ave,1.0,Sidewalk: Curb side : Cutout,Private,2019-12-14,3.0,4x6,37.76016494547729,-122.500672615898
55908,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,3700 Broderick St,1.0,Sidewalk: Curb side : Cutout,Private,2009-01-28,6.0,3x3,37.8045987604857,-122.44541453836
65034,Permitted Site,Podocarpus gracilor :: Fern Pine,370 Francisco St,1.0,Sidewalk: Curb side : Cutout,Private,2014-08-04,,3x3,37.8050240970929,-122.411316610619
47433,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,452 42nd Ave,1.0,Sidewalk: Curb side : Cutout,Private,2007-12-07,4.0,3x3,37.78023970441021,-122.502943151487
65366,Permitted Site,Magnolia grandiflora :: Southern Magnolia,34 Wilder St,1.0,Sidewalk: Curb side : Cutout,Private,1989-09-30,,,37.7340386159262,-122.432543525747
87816,Permitted Site,Olea europaea :: Olive Tree,501 Stanyan St,1.0,Sidewalk: Curb side : Cutout,Private,2008-06-03,,3x3,37.7725857521815,-122.453894423743
86652,DPW Maintained,Acer rubrum 'Red Sunset' :: Red Swamp Maple,1600X Bryant St,3.0,Sidewalk: Curb side : Cutout,DPW,2007-04-09,3.0,3x3,37.766885994267795,-122.41065324545299
33918,Permitted Site,Tristaniopsis laurina :: Swamp Myrtle,49 Zoe St,6.0,Sidewalk: Curb side : Cutout,Private,1997-03-18,,,37.779947085492,-122.395992219822
102450,Permitted Site,Prunus cerasifera 'Atropurpurea' :: Purple-Leaf Plum,2205 Pacific Ave,3.0,Sidewalk: Property side : Cutout,Private,2014-02-28,,,37.7935934914571,-122.431820013768
65030,DPW Maintained,Pittosporum undulatum :: Victorian Box,395 20th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1989-05-04,12.0,,37.7807390479923,-122.479499861546
46730,Permitted Site,Quercus agrifolia :: Coast Live Oak,,4.0,Sidewalk: Curb side : Cutout,Private,2002-04-24,,,,
59021,Permitted Site,Ligustrum lucidum :: Glossy Privet,116 Liberty St,1.0,Sidewalk: Curb side : Cutout,Private,1988-10-07,,,37.75761128554,-122.423869755917
45042,DPW Maintained,Prunus serrulata :: Ornamental Cherry,1874 25th Ave,2.0,Sidewalk: Curb side : Cutout,Private,2001-04-30,6.0,,37.7526159729384,-122.48272444408998
69021,Permitted Site,Rhamnus alaternus :: Italian Buckthorn,2095 47th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1994-01-05,,,37.747443456100704,-122.506185646516
254734,Undocumented,Eriobotrya deflexa :: Bronze Loquat,398 12th St,2.0,Sidewalk: Curb side : Cutout,Private,2007-05-29,,3x3,37.7700361768699,-122.413395357755
89148,DPW Maintained,Agonis flexuosa 'After Dark' :: Peppermint willow 'After Dark',5530 California St,1.0,Sidewalk: Curb side : Cutout,Private,2008-10-07,2.0,3x3,37.7843202921023,-122.47707310075
90213,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,2416 Balboa St,1.0,Sidewalk: Curb side : Cutout,DPW,2008-04-21,3.0,3x3,37.776344987089,-122.484918820029
38532,Permitted Site,Ginkgo biloba :: Maidenhair Tree,2473 Diamond St,1.0,Sidewalk: Curb side : Cutout,Private,1998-09-16,,,37.7388818577796,-122.435154099858
61535,DPW Maintained,Maytenus boaria :: Mayten,312 15th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1984-08-20,7.0,,37.7821919123157,-122.47400297330799
34020,Permitted Site,Robinia x ambigua :: Locust,2435 16th St,2.0,Sidewalk: Curb side : Cutout,Private,1997-07-05,,,37.7655138863763,-122.410824827738
63760,Permitted Site,Pittosporum crassifolium :: Karo Tree,540 Page St,1.0,Sidewalk: Curb side : Cutout,Private,1987-07-09,,,37.7732320433706,-122.42968231223601
62322,DPW Maintained,Maytenus boaria :: Mayten,727 05th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2008-08-04,11.0,3x3,37.774922978066,-122.46283799407301
114568,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,621 Stockton St,1.0,Sidewalk: Curb side : Cutout,Private,2015-11-24,,,37.79164175144621,-122.407544247145
10010,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,174 Guerrero St,1.0,Sidewalk: Curb side : Cutout,Private,2002-01-16,6.0,3x3,37.768465318158704,-122.42457604687401
34551,Permitted Site,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',3662 Folsom St,2.0,Sidewalk: Curb side : Cutout,Private,1997-07-25,9.0,3x2,37.7407367985354,-122.413361219105
67426,DPW Maintained,::,1502 Cabrillo St,1.0,Sidewalk: Curb side : Cutout,Private,1992-07-30,7.0,,37.7749480428024,-122.474957149423
91427,DPW Maintained,Pinus Spp :: Pine Spp,800X Portola Dr,1.0,Median : Cutout,DPW,2005-10-10,,4x4,37.7441872967186,-122.45405010417801
23066,DPW Maintained,Lophostemon confertus :: Brisbane Box,1172 Valencia St,1.0,Sidewalk: Curb side : Cutout,Private,1996-10-25,18.0,3x3,37.7541670338023,-122.420966703269
50116,Permitted Site,Pittosporum crassifolium :: Karo Tree,1645 Ulloa St,1.0,Sidewalk: Curb side : Cutout,Private,2003-07-29,,,37.7411897083484,-122.473902084012
42010,Permitted Site,Melaleuca quinquenervia :: Cajeput,1265 Monterey Blvd,1.0,Sidewalk: Curb side : Cutout,Private,2000-06-21,,,37.7302533156885,-122.4627568813
12821,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2160 Lake St,3.0,Sidewalk: Curb side : Cutout,Private,2008-05-15,3.0,5,37.7859221217586,-122.483002564391
50220,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2732 Balboa St,1.0,Sidewalk: Curb side : Cutout,Private,2003-08-21,4.0,3x3,37.7762165990665,-122.48828888395
99526,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3107 Washington St,2.0,Sidewalk: Curb side : Cutout,Private,2015-10-22,10.0,3x3,37.7902032612131,-122.444678336243
92213,Permitted Site,Pittosporum undulatum :: Victorian Box,3001 Pacific Ave,4.0,Sidewalk: Curb side : Cutout,Private,2009-07-17,,3x3,37.791937538515604,-122.444844029888
88755,Permitted Site,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,990 Polk St,12.0,Sidewalk: Curb side : Cutout,Private,2008-08-19,,3x3,37.785814090273796,-122.41966893082501
112841,DPW Maintained,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',472 12th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2015-08-24,,,37.779330489905895,-122.47047002385901
49582,Permitted Site,Acacia baileyana :: Bailey's Acacia,400REVISED Alemany Blvd,5.0,Sidewalk: Curb side : Cutout,Private,2003-05-29,,,37.7332696598424,-122.414009852171
226674,DPW Maintained,Ligustrum lucidum :: Glossy Privet,145 27th St,1.0,Sidewalk: Curb side : Cutout,Private,2015-06-09,18.0,Width 7ft,37.747047459974,-122.423473113803
88537,Permitted Site,Jacaranda mimosifolia :: Jacaranda,1306 York St,,Sidewalk: Curb side : Cutout,Private,2009-06-26,,3x3,37.7511299031436,-122.40816367021999
36389,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,501X WILDWOOD WAY,2.0,Sidewalk: Curb side : Cutout,Private,1998-05-18,,,37.7275855683004,-122.460323516414
39296,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,399X Treat Ave,6.0,Sidewalk: Curb side : Cutout,Private,1998-12-21,8.0,3x3,37.7646055260983,-122.413131696747
25238,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1345 Ocean Ave,4.0,Sidewalk: Curb side : Cutout,Private,1996-04-26,8.0,3X3,37.723925694813104,-122.456819886441
36012,Permitted Site,Prunus serrulata :: Ornamental Cherry,97 Winfield St,1.0,Sidewalk: Curb side : Cutout,Private,1998-04-27,,,37.743517008192796,-122.41783033575001
42151,DPW Maintained,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',554 20th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2000-06-21,7.0,,37.7774069754215,-122.47908889577499
35439,Permitted Site,Lophostemon confertus :: Brisbane Box,757 Peninsula Ave,4.0,Sidewalk: Curb side : Cutout,Private,1998-03-16,,,,
46193,Permitted Site,Magnolia grandiflora :: Southern Magnolia,,4.0,Sidewalk: Curb side : Cutout,Private,2001-12-31,,,,
84066,DPW Maintained,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,1958 42nd Ave,1.0,Sidewalk: Curb side : Cutout,Private,2008-06-30,3.0,3x3,37.750179025863105,-122.500800774645
98581,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,1631 Pierce St,1.0,Sidewalk: Curb side : Cutout,Private,2012-02-29,1.0,3x3,37.7853108490024,-122.436576438141
30789,DPW Maintained,Lophostemon confertus :: Brisbane Box,555 Bryant St,2.0,Sidewalk: Curb side : Cutout,Private,1995-01-31,16.0,,37.7801493011857,-122.39715453954399
255255,Undocumented,Acer rubrum :: Red Maple,240 Pacific Ave,2.0,Sidewalk: Curb side : Cutout,Private,2018-04-27,3.0,3x3,37.797791888474,-122.400426386373
12536,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,144 Lake St,1.0,Sidewalk: Curb side : Cutout,DPW,2008-07-17,3.0,3x3,37.7869260482872,-122.461201790056
35170,DPW Maintained,Myoporum laetum :: Myoporum,414 36th Ave,2.0,Sidewalk: Curb side : Cutout,Private,1998-02-10,17.0,,37.7811659806757,-122.496554242469
65981,Permitted Site,Prunus cerasifera :: Cherry Plum,2135 15th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1990-06-25,,,37.7481680468062,-122.471792817768
113134,Significant Tree,Populus nigra 'Italica' :: Lombardy Poplar,50 03rd St,2.0,Front Yard : Yard,Private,2015-09-09,,10x10,37.7867133521926,-122.402863731968
40665,Permitted Site,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,299x Craut St,1.0,Sidewalk: Curb side : Cutout,Private,2011-09-07,,3x3,37.729372104195704,-122.428136734422
29870,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1900X Evans Ave,11.0,Sidewalk: Curb side : Cutout,DPW,2006-09-11,3.0,4X4,37.746251993267,-122.394057835868
201606,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,598 Innes Ave,1.0,Sidewalk: Curb side : Yard,Private,2017-07-12,1.0,Width 3ft,37.7287012794353,-122.36979738594101
27240,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,261 Silver Ave,1.0,Sidewalk: Curb side : Cutout,Private,2005-02-23,3.0,3X3,37.729188515926,-122.431990645067
52018,Permitted Site,Metrosideros excelsa :: New Zealand Xmas Tree,5757 Geary Blvd,1.0,Sidewalk: Curb side : Cutout,Private,2005-09-13,,,37.7801154821519,-122.48104458200599
66354,DPW Maintained,Syagrus romanzoffianum :: Queen Palm,334 Prague St,1.0,Sidewalk: Curb side : Cutout,Private,1990-12-21,13.0,,37.7168604267574,-122.428860361341
21886,DPW Maintained,Lophostemon confertus :: Brisbane Box,2002 03rd St,2.0,Sidewalk: Curb side : Cutout,Private,2008-01-15,3.0,2X3,37.764137140136796,-122.388994004067
38631,DPW Maintained,Olea europaea :: Olive Tree,1575 Shafter Ave,1.0,Sidewalk: Curb side : Cutout,Private,1998-09-17,7.0,,37.730704473021,-122.390313804197
63580,DPW Maintained,Pittosporum undulatum :: Victorian Box,1380 Filbert St,1.0,Sidewalk: Curb side : Cutout,Private,1987-04-30,18.0,,37.7998170660556,-122.42209882831101
29597,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,900X Junipero Serra Blvd,6.0,Median : Cutout,DPW,2013-03-09,3.0,3X3,37.7212928010996,-122.472541039259
48805,Permitted Site,Pyrus kawakamii :: Evergreen Pear,1082Street Pennsylvania Ave,10.0,Sidewalk: Curb side : Cutout,Private,2002-11-06,,,37.7527205135809,-122.39274644691601
99443,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,537 Belvedere St,1.0,Sidewalk: Curb side : Cutout,Private,2012-05-14,,,37.7628487695931,-122.448130121619
49586,Permitted Site,Prunus cerasifera :: Cherry Plum,127125th ST Church St,1.0,Sidewalk: Curb side : Cutout,Private,2003-05-13,,,37.7505644673665,-122.42723242360701
41113,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,117 Cole St,1.0,Sidewalk: Curb side : Cutout,Private,1999-11-18,7.0,,37.7739651176251,-122.451179999872
41657,Permitted Site,Prunus cerasifera :: Cherry Plum,4343 17th St,1.0,Sidewalk: Curb side : Cutout,Private,2000-06-19,,,37.762044759492,-122.44134747793301
129646,DPW Maintained,Ligustrum lucidum :: Glossy Privet,2210 Stockton St,2.0,Sidewalk: Curb side : Cutout,Private,2006-08-19,4.0,Width 3ft,37.8062445153435,-122.41028283828899
86042,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1311 28th Ave,2.0,Sidewalk: Curb side : Cutout,DPW,2007-01-12,3.0,3x3,37.7627822108774,-122.48681636863701
75968,DPW Maintained,Lophostemon confertus :: Brisbane Box,539 Bryant St,2.0,Sidewalk: Curb side : Cutout,Private,1994-07-23,13.0,,37.7802622227699,-122.397029890811
84610,DPW Maintained,Prunus cerasifera :: Cherry Plum,535 26th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2006-09-16,5.0,,37.779324545193504,-122.48583917997499
15797,DPW Maintained,Washingtonia robusta :: Mexican Fan Palm,4950 Mission St,2.0,Sidewalk: Curb side : Cutout,DPW,2003-08-08,12.0,3X3,37.7195877108284,-122.438839886053
254536,Significant Tree,Cordyline australis :: Dracena Palm,737 Buena Vista Ave West,2.0,Front Yard : Yard,Private,2018-02-27,3.0,10X10,37.7680492454315,-122.44360799912201
229627,Planning Code 138.1 required,Magnolia grandiflora :: Southern Magnolia,3662 Folsom St,1.0,Sidewalk: Curb side : Cutout,Private,2016-12-28,3.0,3x3,37.7406815009641,-122.41333091228701
27406,DPW Maintained,Olea europaea :: Olive Tree,1292 Haight St,1.0,Sidewalk: Curb side : Cutout,DPW,2002-12-18,4.0,3X3,37.7705658482285,-122.443095694592
23111,DPW Maintained,Lophostemon confertus :: Brisbane Box,1449 Valencia St,1.0,Sidewalk: Curb side : Cutout,DPW,1993-08-11,20.0,3X3,37.7497322042836,-122.42032403694598
34070,Permitted Site,Geijera parviflora :: Australian Willow,955 Kennedy Ave,4.0,Sidewalk: Curb side : Cutout,Private,1997-07-05,,,,
67995,Permitted Site,Magnolia champaca :: Champa,242 Minerva St,1.0,Sidewalk: Curb side : Cutout,Private,1993-04-20,,,37.7158196896579,-122.460619224226
42815,Permitted Site,Prunus serrulata :: Ornamental Cherry,100 Diamond St,2.0,Sidewalk: Curb side : Cutout,Private,2000-06-29,,,37.760704701255,-122.437275750105
63477,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2064 Golden Gate Ave,1.0,Sidewalk: Curb side : Cutout,Private,1987-02-28,9.0,,37.7780387769008,-122.444537246991
45368,Permitted Site,Lagunaria patersonii :: Primrose Tree,201x OGDEN AVE,1.0,Sidewalk: Curb side : Cutout,Private,2001-06-28,,,37.7360966727045,-122.415333535238
18868,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,2245 Sacramento St,2.0,Sidewalk: Curb side : Cutout,DPW,2014-12-27,3.0,3X4,37.7902704855414,-122.42995977804199
38332,Permitted Site,Acacia baileyana :: Bailey's Acacia,680 South Van Ness Ave,1.0,Sidewalk: Curb side : Cutout,Private,1998-07-27,12.0,,37.7622871778741,-122.417299722191
48502,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,129 11th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2002-08-22,14.0,3x3,37.785796129382895,-122.470080165206
47675,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,195 De Haro St,2.0,Sidewalk: Curb side : Cutout,Private,2002-05-21,2.0,,37.767715710736105,-122.401758877793
69413,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,73 Seville St,1.0,Sidewalk: Curb side : Cutout,Private,1994-05-09,4.0,,37.711701646594,-122.43504269857
62493,Permitted Site,Prunus serrulata :: Ornamental Cherry,78 Otsego Ave,1.0,Sidewalk: Curb side : Cutout,Private,1986-01-25,,,37.7262800139415,-122.439510546397
66926,Permitted Site,Prunus serrulata :: Ornamental Cherry,125 Andover St,1.0,Sidewalk: Curb side : Cutout,Private,1991-12-18,,,37.7413202009481,-122.416242081144
46347,Permitted Site,Ginkgo biloba :: Maidenhair Tree,1507 Diamond St,1.0,Sidewalk: Curb side : Cutout,Private,2002-02-14,,,37.74548702850729,-122.435669660946
19377,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,484 06th St,1.0,Sidewalk: Curb side : Cutout,DPW,1993-02-03,10.0,3x3,37.77622172348671,-122.40289562266001
66830,Permitted Site,Ficus microcarpa :: Chinese Banyan,393 Douglass St,1.0,Sidewalk: Curb side : Cutout,Private,1991-11-06,,,37.7575293253254,-122.43895374638201
254931,Undocumented,Lophostemon confertus :: Brisbane Box,99x De Haro St,2.0,Sidewalk: Curb side : Cutout,Private,2018-03-30,,3x3,37.76886668305,-122.40198056733999
7786,DPW Maintained,Pittosporum undulatum :: Victorian Box,320X Fulton St,9.0,Sidewalk: Curb side : Cutout,DPW,2012-08-24,3.0,3X3,37.7789781871097,-122.422087746504
44447,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,59 Winding Way,2.0,Sidewalk: Curb side : Cutout,Private,2001-03-23,5.0,,37.7105787512666,-122.432540451876
41858,Permitted Site,Prunus serrulata :: Ornamental Cherry,1001 Kirkham St,1.0,Sidewalk: Curb side : Cutout,Private,2000-06-20,,,37.7600028757378,-122.471434646474
16263,DPW Maintained,Washingtonia robusta :: Mexican Fan Palm,636X Monterey Blvd,3.0,Median : Cutout,DPW,2003-02-02,18.0,5,37.731650237153104,-122.449719044874
86962,DPW Maintained,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',1501 Greenwich St,1.0,Sidewalk: Curb side : Cutout,Private,2007-11-26,4.0,3x3,37.8002998689051,-122.424810759115
22989,DPW Maintained,Lophostemon confertus :: Brisbane Box,670 Valencia St,1.0,Sidewalk: Curb side : Cutout,DPW,1994-02-23,20.0,3X3,37.7622234844345,-122.42175549682501
58297,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,284 02nd Ave,1.0,Sidewalk: Curb side : Cutout,Private,1978-09-27,1.0,,37.783515241763894,-122.46008592615101
47195,DPW Maintained,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',371 29th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2002-05-08,6.0,,37.7823524278539,-122.489286791849
94727,DPW Maintained,Pittosporum undulatum :: Victorian Box,3950 Sacramento St,1.0,Sidewalk: Curb side : Cutout,Private,2010-10-28,14.0,3x3,37.786862643356294,-122.457893904806
62656,Permitted Site,Prunus serrulata :: Ornamental Cherry,54 Carmelita St,1.0,Sidewalk: Curb side : Cutout,Private,1986-04-21,8.0,,37.77027453598561,-122.43423880276801
8396,DPW Maintained,Cupressus macrocarpa :: Monterey Cypress,1500 Geary Blvd,7.0,Median : Cutout,DPW,1994-06-09,6.0,8,37.7847807304874,-122.429456338379
53476,Permitted Site,Prunus serrulata :: Ornamental Cherry,576 Liberty St,1.0,Sidewalk: Curb side : Cutout,Private,1987-10-06,,,37.7569902737843,-122.434094705387
11646,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,500X Junipero Serra Blvd,9.0,Sidewalk: Curb side : Cutout,DPW,2008-01-18,3.0,4x4,37.728746005664796,-122.472143968924
85866,DPW Maintained,Ulmus parvifolia 'Drake' :: Drake's Chinese Elm,2000 Folsom St,2.0,Sidewalk: Curb side : Cutout,DPW,2007-05-21,5.0,3x3,37.7653007068824,-122.415411798097
26598,Permitted Site,Ulmus 'Prospector' :: Prospector Elm,1587 Bay Shore Blvd,3.0,Sidewalk: Curb side : Cutout,Private,1998-01-08,6.0,3X3,37.723909583861,-122.40081402525298
117381,Permitted Site,Tristaniopsis laurina :: Swamp Myrtle,1418 18th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2016-06-08,3.0,,37.7613376586311,-122.475739608568
26833,Permitted Site,Eriobotrya deflexa :: Bronze Loquat,1133 Mendell St,1.0,Sidewalk: Curb side : Cutout,Private,2008-12-22,0.0,3X3,37.7359903999296,-122.388915807139
3473,DPW Maintained,Aesculus x carnea :: Red Horse Chestnut,301X Cargo Way,5.0,Sidewalk: Curb side : Cutout,DPW,2006-02-04,6.0,3X3,37.7419474372657,-122.38006393110399
35681,Permitted Site,Acacia baileyana :: Bailey's Acacia,4521 25th St,1.0,Sidewalk: Curb side : Cutout,Private,2000-02-24,,,37.749279824800794,-122.43962042595899
111436,DPW Maintained,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',3498x SANTIAGO ST,2.0,Sidewalk: Curb side : Cutout,Private,2016-01-25,,3x3,37.7437975622932,-122.50460445512199
31256,Permitted Site,Prunus cerasifera :: Cherry Plum,2555 17th Ave,18.0,Sidewalk: Curb side : Cutout,Private,1995-04-04,,,37.739524012219796,-122.474321202908
43699,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,901 Balboa St,2.0,Sidewalk: Curb side : Cutout,Private,2000-07-25,4.0,,37.7769430589995,-122.46862468511699
15676,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,3967 Mission St,1.0,Sidewalk: Curb side : Cutout,Private,1995-05-04,6.0,3X3,37.7342601128373,-122.42567493907801
96124,Permitted Site,Lophostemon confertus :: Brisbane Box,401 Ellsworth St,1.0,Sidewalk: Curb side : Cutout,Private,2015-12-28,,3x3,37.7383670222757,-122.414572277483
84159,Permitted Site,Crataegus phaenopyrum :: Washington Hawthorn,2800 19th St,3.0,Sidewalk: Curb side : Cutout,Private,2009-07-21,,3x3,37.760554718378,-122.410032871336
50850,DPW Maintained,Banksia integrifolia :: Coast Banksia,283 10th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2004-04-08,8.0,,37.78318352256979,-122.468818160681
22380,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,5545 03rd St,3.0,Sidewalk: Curb side : Cutout,DPW,2007-06-29,6.0,3x3,37.7271909591273,-122.393311918955
30545,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,401 Tunnel Ave,21.0,Sidewalk: Curb side : Cutout,Private,1995-01-25,7.0,,37.710051482356796,-122.40125793021099
90669,DPW Maintained,Agonis flexuosa :: Peppermint Willow,3722 Cabrillo St,1.0,Sidewalk: Curb side : Cutout,DPW,2008-04-07,3.0,3x3,37.7738428780038,-122.498511352333
57620,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,1315 18th St,1.0,Sidewalk: Curb side : Cutout,Private,1976-11-15,7.0,,37.7625571104404,-122.396027350002
285,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3355 19th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,1998-02-27,20.0,2,37.728811842983106,-122.47501133751999
114224,DPW Maintained,Prunus x 'Amanogawa' :: Flowering Cherry,1848x TARAVAL ST,1.0,Sidewalk: Curb side : Cutout,DPW,2016-09-19,3.0,3x3,37.7427197736461,-122.48600620754299
253839,DPW Maintained,Prunus cerasifera :: Cherry Plum,94 Cortland Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2011-08-12,,3x3,37.740210176126794,-122.42098789234
81876,DPW Maintained,Ulmus parvifolia :: Chinese Elm,1209 18th St,2.0,Sidewalk: Curb side : Cutout,Private,2009-07-02,7.0,3x3,37.762613702073004,-122.394830783137
143495,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,800 KEARNY ST,3.0,Sidewalk: Curb side : Cutout,Private,2009-04-10,1.0,Width 0ft,37.795642999547894,-122.40492366345501
4331,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,845 Chenery St,1.0,Sidewalk: Curb side : Cutout,DPW,2013-08-17,3.0,3x3,37.7348472804774,-122.43629326075
237036,DPW Maintained,Shrub :: Shrub,150 Octavia St,4.0,:,DPW,2017-04-13,3.0,Width 4ft,37.7736465417793,-122.423700457022
2446,DPW Maintained,Lophostemon confertus :: Brisbane Box,1397X Buchanan St,3.0,Sidewalk: Curb side : Cutout,DPW,1998-04-09,3.0,3X3,37.782290070243,-122.42920264733499
90729,DPW Maintained,Yucca gloriosa :: Spanish Dagger,4601X Cabrillo St,1.0,Sidewalk: Curb side : Cutout,DPW,2008-04-07,3.0,3x3,37.7732703114755,-122.508160828969
103514,Undocumented,Pyrus calleryana :: Ornamental Pear,1205 04th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2015-04-16,3.0,5x9,37.766055809628604,-122.46113425886699
103476,Permitted Site,Acacia melanoxylon :: Blackwood Acacia,147 Cervantes Blvd,2.0,Sidewalk: Curb side : Cutout,Private,2013-06-11,,,37.8045234887457,-122.440167571349
